Learner - ID,Learner - Name,Learner - Type,Learning activity - ID,Learning activity - Title,Learning activity - Duration,Delivery Type,Learning Source Name,State,Age At Registration,User Registration Date,Completion Date,Learning Last Accessed Date,Source,Transcript status,Transcript Type,Learning Activity Status,Referrer Source,College,Percent complete,Learner Enrollment Date
900026,Demo Learner 27,Student,ACT4944,Course K,10,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-23T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,05-01-2026
900026,Demo Learner 27,Student,ACT8555,Course M,30,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-24T00:00:00Z,2026-01-24T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,100,05-01-2026
900026,Demo Learner 27,Student,ACT8972,Course G,10,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-16T00:00:00Z,2026-01-16T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,100,05-01-2026
900026,Demo Learner 27,Student,ACT2811,Course J,120,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,05-01-2026
900026,Demo Learner 27,Student,ACT8678,Course S,60,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-19T00:00:00Z,2026-01-19T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 18,100,05-01-2026
900026,Demo Learner 27,Student,ACT1177,Course O,120,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-06T00:00:00Z,2026-01-06T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,0,05-01-2026
900026,Demo Learner 27,Student,ACT2782,Course P,120,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-13T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 18,100,05-01-2026
900026,Demo Learner 27,Student,ACT6886,Course C,60,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-05T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,100,05-01-2026
900026,Demo Learner 27,Student,ACT3271,Course A,10,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-07T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,05-01-2026
900026,Demo Learner 27,Student,ACT4043,Course Q,30,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-16T00:00:00Z,2026-01-16T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,0,05-01-2026
900026,Demo Learner 27,Student,ACT7215,Course F,60,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-15T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,100,05-01-2026
900026,Demo Learner 27,Student,ACT7050,Course I,30,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-22T00:00:00Z,2026-01-22T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,0,05-01-2026
900026,Demo Learner 27,Student,ACT7606,Course B,30,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-30T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,100,05-01-2026
900026,Demo Learner 27,Student,ACT2314,Course E,30,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-14T00:00:00Z,2026-01-14T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,50,05-01-2026
900026,Demo Learner 27,Student,ACT1654,Course O,120,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-07T00:00:00Z,2026-01-07T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,100,05-01-2026
900026,Demo Learner 27,Student,ACT9376,Course N,30,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-06T00:00:00Z,2026-01-06T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,0,05-01-2026
900026,Demo Learner 27,Student,ACT7901,Course K,10,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-27T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,05-01-2026
900026,Demo Learner 27,Student,ACT5845,Course A,120,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-17T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,0,05-01-2026
900026,Demo Learner 27,Student,ACT8681,Course C,240,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,50,05-01-2026
900026,Demo Learner 27,Student,ACT3529,Course M,240,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-22T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,05-01-2026
900026,Demo Learner 27,Student,ACT5866,Course S,240,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-24T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,50,05-01-2026
900026,Demo Learner 27,Student,ACT3242,Course J,60,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-26T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,100,05-01-2026
900026,Demo Learner 27,Student,ACT8329,Course C,30,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-12T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,0,05-01-2026
900026,Demo Learner 27,Student,ACT7821,Course L,240,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-23T00:00:00Z,2026-01-23T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,50,05-01-2026
900026,Demo Learner 27,Student,ACT2871,Course H,30,Guidance,Adobe Learning Manager,Delhi - IN,Not Available,05-01-2026,2026-01-13T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,0,05-01-2026
900027,Demo Learner 28,Not Available,ACT8506,Course H,240,eLearning,Your Learning Builder - Plans,Madhya Pradesh - IN,18-25,23-02-2026,2026-02-23T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,0,23-02-2026
900027,Demo Learner 28,Not Available,ACT2314,Course N,10,eLearning,Your Learning Builder - Plans,Madhya Pradesh - IN,18-25,23-02-2026,2026-02-25T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,0,23-02-2026
900027,Demo Learner 28,Not Available,ACT9310,Course D,240,eLearning,Your Learning Builder - Plans,Madhya Pradesh - IN,18-25,23-02-2026,2026-02-25T00:00:00Z,2026-02-25T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,0,23-02-2026
900028,Demo Learner 29,Student,ACT7100,Course B,10,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,50,13-01-2026
900028,Demo Learner 29,Student,ACT2974,Course E,120,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-22T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,0,13-01-2026
900028,Demo Learner 29,Student,ACT2879,Course L,30,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-19T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,13-01-2026
900028,Demo Learner 29,Student,ACT3010,Course H,60,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-21T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 17,100,13-01-2026
900028,Demo Learner 29,Student,ACT9011,Course B,240,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-02-05T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,0,13-01-2026
900028,Demo Learner 29,Student,ACT2850,Course B,30,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-23T00:00:00Z,2026-01-23T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,50,13-01-2026
900028,Demo Learner 29,Student,ACT8206,Course D,10,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-13T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,100,13-01-2026
900028,Demo Learner 29,Student,ACT3461,Course R,60,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-18T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,100,13-01-2026
900028,Demo Learner 29,Student,ACT5100,Course R,60,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-31T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,100,13-01-2026
900028,Demo Learner 29,Student,ACT3472,Course P,240,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-23T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,13-01-2026
900028,Demo Learner 29,Student,ACT3986,Course T,240,Guidance,IBM Learning Patterns,Not Available,18-25,13-01-2026,2026-01-15T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,100,13-01-2026
900029,Demo Learner 30,Other,ACT1715,Course G,30,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-28T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,100,10-01-2026
900029,Demo Learner 30,Other,ACT8674,Course M,60,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-28T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,0,10-01-2026
900029,Demo Learner 30,Other,ACT6468,Course H,10,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-25T00:00:00Z,2026-01-25T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 20,100,10-01-2026
900029,Demo Learner 30,Other,ACT3389,Course E,60,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-30T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,0,10-01-2026
900029,Demo Learner 30,Other,ACT6846,Course S,240,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-18T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,10-01-2026
900029,Demo Learner 30,Other,ACT2560,Course G,120,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-27T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,100,10-01-2026
900029,Demo Learner 30,Other,ACT5613,Course H,30,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-02-04T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,100,10-01-2026
900029,Demo Learner 30,Other,ACT6941,Course Q,30,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-02-02T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 18,50,10-01-2026
900029,Demo Learner 30,Other,ACT1990,Course K,60,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-20T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,0,10-01-2026
900029,Demo Learner 30,Other,ACT4988,Course H,60,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-21T00:00:00Z,2026-01-21T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,100,10-01-2026
900029,Demo Learner 30,Other,ACT8424,Course M,120,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-31T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,100,10-01-2026
900029,Demo Learner 30,Other,ACT2086,Course E,60,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-28T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,0,10-01-2026
900029,Demo Learner 30,Other,ACT6578,Course C,30,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-27T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,0,10-01-2026
900029,Demo Learner 30,Other,ACT5984,Course S,60,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-15T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,50,10-01-2026
900029,Demo Learner 30,Other,ACT2109,Course P,60,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-02-02T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,100,10-01-2026
900029,Demo Learner 30,Other,ACT1378,Course F,60,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-27T00:00:00Z,2026-01-27T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,100,10-01-2026
900029,Demo Learner 30,Other,ACT7546,Course O,30,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,0,10-01-2026
900029,Demo Learner 30,Other,ACT2631,Course G,30,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-30T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,0,10-01-2026
900029,Demo Learner 30,Other,ACT2299,Course C,240,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,10-01-2026
900029,Demo Learner 30,Other,ACT5434,Course R,10,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-16T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,100,10-01-2026
900029,Demo Learner 30,Other,ACT6353,Course A,120,eLearning,Adobe Learning Manager,Haryana - IN,Not Available,10-01-2026,2026-01-20T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,10-01-2026
900030,Demo Learner 31,Student,ACT1421,Course K,240,eLearning,Adobe Learning Manager,Madhya Pradesh - IN,Not Available,09-02-2026,2026-02-09T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,09-02-2026
900030,Demo Learner 31,Student,ACT6393,Course F,10,eLearning,Adobe Learning Manager,Madhya Pradesh - IN,Not Available,09-02-2026,2026-02-10T00:00:00Z,2026-02-10T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,100,09-02-2026
900030,Demo Learner 31,Student,ACT2472,Course L,60,eLearning,Adobe Learning Manager,Madhya Pradesh - IN,Not Available,09-02-2026,2026-02-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 18,0,09-02-2026
900030,Demo Learner 31,Student,ACT3513,Course T,240,eLearning,Adobe Learning Manager,Madhya Pradesh - IN,Not Available,09-02-2026,2026-02-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 20,100,09-02-2026
900031,Demo Learner 32,Not Available,ACT9574,Course Q,60,eLearning,Adobe Learning Manager,Madhya Pradesh - IN,26-40,18-02-2026,2026-02-19T00:00:00Z,2026-02-19T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,0,18-02-2026
900031,Demo Learner 32,Not Available,ACT2634,Course L,30,eLearning,Adobe Learning Manager,Madhya Pradesh - IN,26-40,18-02-2026,2026-02-19T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,50,18-02-2026
900031,Demo Learner 32,Not Available,ACT1457,Course T,30,eLearning,Adobe Learning Manager,Madhya Pradesh - IN,26-40,18-02-2026,2026-02-18T00:00:00Z,2026-02-18T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 18,0,18-02-2026
900031,Demo Learner 32,Not Available,ACT3978,Course I,240,eLearning,Adobe Learning Manager,Madhya Pradesh - IN,26-40,18-02-2026,2026-02-18T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,18-02-2026
900032,Demo Learner 33,Not Available,ACT6639,Course M,120,Video,Moodle,Haryana - IN,18-25,15-02-2026,2026-02-15T00:00:00Z,2026-02-15T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,100,15-02-2026
900032,Demo Learner 33,Not Available,ACT1252,Course C,120,Video,Moodle,Haryana - IN,18-25,15-02-2026,2026-02-17T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,100,15-02-2026
900033,Demo Learner 34,Student,ACT5297,Course N,30,eLearning,Your Learning Builder - Plans,Kerala - IN,Not Available,01-02-2026,2026-02-01T00:00:00Z,2026-02-01T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,100,01-02-2026
900033,Demo Learner 34,Student,ACT5565,Course J,120,eLearning,Your Learning Builder - Plans,Kerala - IN,Not Available,01-02-2026,2026-02-02T00:00:00Z,2026-02-02T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 19,100,01-02-2026
900034,Demo Learner 35,Job Seeker,ACT5091,Course F,60,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-26T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 20,50,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT1854,Course G,60,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-17T00:00:00Z,2026-01-17T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT3290,Course J,10,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-24T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT5959,Course E,240,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-15T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT7507,Course C,120,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-25T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT4843,Course G,10,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-12T00:00:00Z,2026-01-12T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 17,0,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT8053,Course D,10,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-18T00:00:00Z,2026-01-18T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT2973,Course P,30,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT9854,Course E,240,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-18T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,0,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT9130,Course C,60,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-22T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT3903,Course A,60,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-19T00:00:00Z,2026-01-19T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT1784,Course N,240,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-27T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,100,11-01-2026
900034,Demo Learner 35,Job Seeker,ACT1678,Course O,240,Guidance,Moodle,Not Available,18-25,11-01-2026,2026-01-21T00:00:00Z,2026-01-21T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,50,11-01-2026
900035,Demo Learner 36,Not Available,ACT7716,Course E,10,Video,IBM Learning Patterns,Kerala - IN,Not Available,05-02-2026,2026-02-06T00:00:00Z,2026-02-06T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 17,100,05-02-2026
900035,Demo Learner 36,Not Available,ACT7176,Course H,30,Video,IBM Learning Patterns,Kerala - IN,Not Available,05-02-2026,2026-02-07T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,0,05-02-2026
900035,Demo Learner 36,Not Available,ACT1811,Course M,240,Video,IBM Learning Patterns,Kerala - IN,Not Available,05-02-2026,2026-02-05T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,0,05-02-2026
900035,Demo Learner 36,Not Available,ACT6171,Course O,240,Video,IBM Learning Patterns,Kerala - IN,Not Available,05-02-2026,2026-02-07T00:00:00Z,2026-02-07T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,0,05-02-2026
900036,Demo Learner 37,Student,ACT7447,Course Q,60,Learning Plan,Adobe Learning Manager,Not Available,Not Available,12-03-2026,2026-03-12T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,12-03-2026
900036,Demo Learner 37,Student,ACT9897,Course H,240,Learning Plan,Adobe Learning Manager,Not Available,Not Available,12-03-2026,2026-03-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,50,12-03-2026
900036,Demo Learner 37,Student,ACT6697,Course Q,240,Learning Plan,Adobe Learning Manager,Not Available,Not Available,12-03-2026,2026-03-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,100,12-03-2026
900036,Demo Learner 37,Student,ACT9663,Course L,240,Learning Plan,Adobe Learning Manager,Not Available,Not Available,12-03-2026,2026-03-12T00:00:00Z,2026-03-12T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,12-03-2026
900037,Demo Learner 38,Student,ACT8013,Course D,120,eLearning,Moodle,Kerala - IN,18-25,11-02-2026,2026-02-12T00:00:00Z,2026-02-12T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,50,11-02-2026
900038,Demo Learner 39,Student,ACT2831,Course O,120,eLearning,Moodle,Haryana - IN,26-40,13-02-2026,2026-02-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,0,13-02-2026
900038,Demo Learner 39,Student,ACT1096,Course E,60,eLearning,Moodle,Haryana - IN,26-40,13-02-2026,2026-02-13T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,0,13-02-2026
900038,Demo Learner 39,Student,ACT9575,Course K,120,eLearning,Moodle,Haryana - IN,26-40,13-02-2026,2026-02-14T00:00:00Z,2026-02-14T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 18,100,13-02-2026
900039,Demo Learner 40,Student,ACT8177,Course C,240,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-17T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,100,09-01-2026
900039,Demo Learner 40,Student,ACT7932,Course J,240,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-13T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,50,09-01-2026
900039,Demo Learner 40,Student,ACT7015,Course B,60,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-21T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 14,0,09-01-2026
900039,Demo Learner 40,Student,ACT5207,Course L,30,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-02-03T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 19,100,09-01-2026
900039,Demo Learner 40,Student,ACT4139,Course S,60,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-28T00:00:00Z,2026-01-28T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,100,09-01-2026
900039,Demo Learner 40,Student,ACT2309,Course O,120,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 14,50,09-01-2026
900039,Demo Learner 40,Student,ACT1419,Course D,240,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-29T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,50,09-01-2026
900039,Demo Learner 40,Student,ACT8759,Course F,10,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-22T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,100,09-01-2026
900039,Demo Learner 40,Student,ACT1155,Course H,30,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-25T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,09-01-2026
900039,Demo Learner 40,Student,ACT6409,Course M,120,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-26T00:00:00Z,2026-01-26T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,100,09-01-2026
900039,Demo Learner 40,Student,ACT1253,Course D,120,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-27T00:00:00Z,2026-01-27T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,0,09-01-2026
900039,Demo Learner 40,Student,ACT1901,Course G,60,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-23T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,0,09-01-2026
900039,Demo Learner 40,Student,ACT7847,Course S,30,eLearning,IBM Learning Patterns,Delhi - IN,Not Available,09-01-2026,2026-01-31T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,09-01-2026
